Event Name,Time,Distinct ID,City,Country,Operating System
onboarding_action,1771057253.864,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057246.19,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_complete,1771057246.19,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057246.19,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_action,1771057246.138,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057213.758,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057213.758,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_complete,1771057213.758,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
restore_completed,1771057211.087,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057210.151,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057210.151,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_start,1771057210.13,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057143.594,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057125.686,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057125.686,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_complete,1771057125.686,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_action,1771057125.535,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057104.164,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057104.164,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_complete,1771057104.164,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_action,1771057104.104,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057006.551,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057006.551,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_complete,1771057006.551,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_action,1771057006.516,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
screen_view,1771057003.149,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
onboarding_step_view,1771057003.149,$device:21580168-35B1-4669-857C-A7438FAB4228,Boiling Springs,US,iOS
